"","X","game_id","time","human_id","ai_id","prolific_id","condition","difficulty","confidence","comments","game","round","human_action","human_rt","ai_action","ai_rt","winner","round_condition","stage","score","stage.f","game.f","interaction_lvl","opp_type","condition.f","adj_score"
"5072",5252,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","rps",12,"rock",2473,"scissors",1962.402652,"human","Level2",2,1,"Stage 2","RPS","first interaction","Level_2","lvl_1 first",1
"5073",5253,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","rps",13,"scissors",2493,"paper",1873.31839,"human","Level2",2,1,"Stage 2","RPS","first interaction","Level_2","lvl_1 first",1
"5074",5254,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","rps",14,"paper",4671,"rock",535.7264957,"human","Level2",2,1,"Stage 2","RPS","first interaction","Level_2","lvl_1 first",1
"5075",5255,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","rps",15,"rock",6683,"scissors",957.2104914,"human","Level2",2,1,"Stage 2","RPS","first interaction","Level_2","lvl_1 first",1
"5076",5256,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","rps",16,"scissors",2628,"paper",1064.59656,"human","Level2",2,1,"Stage 2","RPS","first interaction","Level_2","lvl_1 first",1
"5077",5257,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","rps",17,"paper",2260,"rock",1498.942266,"human","Level2",2,1,"Stage 2","RPS","first interaction","Level_2","lvl_1 first",1
"5078",5258,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","rps",18,"rock",7824,"scissors",953.902764,"human","Level2",2,1,"Stage 2","RPS","first interaction","Level_2","lvl_1 first",1
"5079",5259,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","rps",19,"scissors",6115,"paper",1571.738053,"human","Level2",2,1,"Stage 2","RPS","first interaction","Level_2","lvl_1 first",1
"5080",5260,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","rps",20,"paper",4448,"rock",695.1773122,"human","Level2",2,1,"Stage 2","RPS","first interaction","Level_2","lvl_1 first",1
"5081",5261,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","rps",1,"paper",5686,"paper",1102.144801,"tie","Level1",3,0,"Stage 3","RPS","second interaction","Level_1","lvl_1 first",0
"5082",5262,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","rps",2,"rock",486,"scissors",1364.341931,"human","Level1",3,1,"Stage 3","RPS","second interaction","Level_1","lvl_1 first",1
"5083",5263,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","rps",3,"scissors",2387,"paper",1184.614309,"human","Level1",3,1,"Stage 3","RPS","second interaction","Level_1","lvl_1 first",1
"5084",5264,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","rps",4,"paper",654,"rock",1920.674087,"human","Level1",3,1,"Stage 3","RPS","second interaction","Level_1","lvl_1 first",1
"5085",5265,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","rps",5,"rock",2755,"scissors",1926.375699,"human","Level1",3,1,"Stage 3","RPS","second interaction","Level_1","lvl_1 first",1
"5086",5266,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","rps",6,"scissors",11204,"rock",1054.70029,"AI","Level1",3,-1,"Stage 3","RPS","second interaction","Level_1","lvl_1 first",-1
"5087",5267,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","rps",7,"paper",13256,"rock",931.4454842,"human","Level1",3,1,"Stage 3","RPS","second interaction","Level_1","lvl_1 first",1
"5088",5268,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","rps",8,"rock",910,"rock",1846.411552,"tie","Level1",3,0,"Stage 3","RPS","second interaction","Level_1","lvl_1 first",0
"5089",5269,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","rps",9,"scissors",6495,"paper",1876.193958,"human","Level1",3,1,"Stage 3","RPS","second interaction","Level_1","lvl_1 first",1
"5090",5270,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","rps",10,"paper",2070,"rock",1494.110737,"human","Level1",3,1,"Stage 3","RPS","second interaction","Level_1","lvl_1 first",1
"5091",5271,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","rps",1,"paper",5428,"scissors",1788.282962,"AI","Level2",4,-1,"Stage 4","RPS","second interaction","Level_2","lvl_1 first",-1
"5092",5272,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","rps",2,"rock",3494,"paper",974.7965328,"AI","Level2",4,-1,"Stage 4","RPS","second interaction","Level_2","lvl_1 first",-1
"5093",5273,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","rps",3,"paper",3993,"rock",916.5475771,"human","Level2",4,1,"Stage 4","RPS","second interaction","Level_2","lvl_1 first",1
"5094",5274,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","rps",4,"paper",2001,"scissors",1129.090896,"AI","Level2",4,-1,"Stage 4","RPS","second interaction","Level_2","lvl_1 first",-1
"5095",5275,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","rps",5,"scissors",4153,"paper",928.018533,"human","Level2",4,1,"Stage 4","RPS","second interaction","Level_2","lvl_1 first",1
"5096",5276,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","rps",6,"rock",10700,"rock",974.4832253,"tie","Level2",4,0,"Stage 4","RPS","second interaction","Level_2","lvl_1 first",0
"5097",5277,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","rps",7,"scissors",1907,"scissors",1593.341296,"tie","Level2",4,0,"Stage 4","RPS","second interaction","Level_2","lvl_1 first",0
"5098",5278,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","rps",8,"scissors",9624,"paper",1459.664505,"human","Level2",4,1,"Stage 4","RPS","second interaction","Level_2","lvl_1 first",1
"5099",5279,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","rps",9,"paper",3081,"scissors",675.7064537,"AI","Level2",4,-1,"Stage 4","RPS","second interaction","Level_2","lvl_1 first",-1
"5100",5280,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","rps",10,"paper",2177,"paper",1664.467267,"tie","Level2",4,0,"Stage 4","RPS","second interaction","Level_2","lvl_1 first",0
"5101",5281,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",1,"fire",10982,"grass",1295.1299,"human","Level1",1,1,"Stage 1","FWG","first interaction","Level_1","lvl_1 first",1
"5102",5282,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",2,"grass",5725,"water",1503.347061,"human","Level1",1,1,"Stage 1","FWG","first interaction","Level_1","lvl_1 first",1
"5103",5283,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",3,"water",706,"fire",1284.586153,"human","Level1",1,1,"Stage 1","FWG","first interaction","Level_1","lvl_1 first",1
"5104",5284,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",4,"fire",1076,"grass",908.1623878,"human","Level1",1,1,"Stage 1","FWG","first interaction","Level_1","lvl_1 first",1
"5105",5285,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",5,"grass",2073,"water",1483.451858,"human","Level1",1,1,"Stage 1","FWG","first interaction","Level_1","lvl_1 first",1
"5106",5286,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",6,"water",66,"fire",1697.637317,"human","Level1",1,1,"Stage 1","FWG","first interaction","Level_1","lvl_1 first",1
"5107",5287,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",7,"fire",1249,"grass",988.0988395,"human","Level1",1,1,"Stage 1","FWG","first interaction","Level_1","lvl_1 first",1
"5108",5288,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",8,"grass",5022,"water",1572.001468,"human","Level1",1,1,"Stage 1","FWG","first interaction","Level_1","lvl_1 first",1
"5109",5289,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",9,"water",457,"fire",1493.688158,"human","Level1",1,1,"Stage 1","FWG","first interaction","Level_1","lvl_1 first",1
"5110",5290,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",10,"fire",2117,"grass",1990.463504,"human","Level1",1,1,"Stage 1","FWG","first interaction","Level_1","lvl_1 first",1
"5111",5291,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",11,"grass",5027,"water",700.905045,"human","Level1",1,1,"Stage 1","FWG","first interaction","Level_1","lvl_1 first",1
"5112",5292,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",12,"water",1061,"fire",1924.615114,"human","Level1",1,1,"Stage 1","FWG","first interaction","Level_1","lvl_1 first",1
"5113",5293,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",13,"fire",1257,"grass",834.0773145,"human","Level1",1,1,"Stage 1","FWG","first interaction","Level_1","lvl_1 first",1
"5114",5294,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",14,"grass",728,"water",1931.9932,"human","Level1",1,1,"Stage 1","FWG","first interaction","Level_1","lvl_1 first",1
"5115",5295,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",15,"water",2882,"fire",1782.40585,"human","Level1",1,1,"Stage 1","FWG","first interaction","Level_1","lvl_1 first",1
"5116",5296,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",16,"fire",519,"grass",1330.221534,"human","Level1",1,1,"Stage 1","FWG","first interaction","Level_1","lvl_1 first",1
"5117",5297,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",17,"grass",500,"water",644.9986483,"human","Level1",1,1,"Stage 1","FWG","first interaction","Level_1","lvl_1 first",1
"5118",5298,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",18,"water",668,"fire",1292.316042,"human","Level1",1,1,"Stage 1","FWG","first interaction","Level_1","lvl_1 first",1
"5119",5299,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",19,"fire",3112,"grass",1410.304697,"human","Level1",1,1,"Stage 1","FWG","first interaction","Level_1","lvl_1 first",1
"5120",5300,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",20,"grass",6207,"water",1755.386954,"human","Level1",1,1,"Stage 1","FWG","first interaction","Level_1","lvl_1 first",1
"5121",5301,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",1,"fire",5600,"water",581.8409146,"AI","Level2",2,-1,"Stage 2","FWG","first interaction","Level_2","lvl_1 first",-1
"5122",5302,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",2,"water",2445,"fire",1169.406871,"human","Level2",2,1,"Stage 2","FWG","first interaction","Level_2","lvl_1 first",1
"5123",5303,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",3,"grass",2587,"grass",1279.420931,"tie","Level2",2,0,"Stage 2","FWG","first interaction","Level_2","lvl_1 first",0
"5124",5304,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",4,"grass",918,"water",814.3836562,"human","Level2",2,1,"Stage 2","FWG","first interaction","Level_2","lvl_1 first",1
"5125",5305,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",5,"water",1572,"fire",1139.802938,"human","Level2",2,1,"Stage 2","FWG","first interaction","Level_2","lvl_1 first",1
"5126",5306,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",6,"fire",2509,"grass",1598.838929,"human","Level2",2,1,"Stage 2","FWG","first interaction","Level_2","lvl_1 first",1
"5127",5307,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",7,"grass",12049,"water",1930.994428,"human","Level2",2,1,"Stage 2","FWG","first interaction","Level_2","lvl_1 first",1
"5128",5308,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",8,"water",17897,"fire",1154.024838,"human","Level2",2,1,"Stage 2","FWG","first interaction","Level_2","lvl_1 first",1
"5129",5309,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",9,"fire",4936,"grass",1553.761927,"human","Level2",2,1,"Stage 2","FWG","first interaction","Level_2","lvl_1 first",1
"5130",5310,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",10,"grass",564,"water",1434.46188,"human","Level2",2,1,"Stage 2","FWG","first interaction","Level_2","lvl_1 first",1
"5131",5311,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",11,"water",1502,"fire",1560.821878,"human","Level2",2,1,"Stage 2","FWG","first interaction","Level_2","lvl_1 first",1
"5132",5312,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",12,"fire",186,"grass",1866.960602,"human","Level2",2,1,"Stage 2","FWG","first interaction","Level_2","lvl_1 first",1
"5133",5313,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",13,"grass",449,"water",533.3725334,"human","Level2",2,1,"Stage 2","FWG","first interaction","Level_2","lvl_1 first",1
"5134",5314,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",14,"water",741,"fire",1204.915326,"human","Level2",2,1,"Stage 2","FWG","first interaction","Level_2","lvl_1 first",1
"5135",5315,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",15,"fire",454,"grass",1741.901437,"human","Level2",2,1,"Stage 2","FWG","first interaction","Level_2","lvl_1 first",1
"5136",5316,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",16,"grass",349,"water",741.6453793,"human","Level2",2,1,"Stage 2","FWG","first interaction","Level_2","lvl_1 first",1
"5137",5317,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",17,"water",1119,"fire",634.2132957,"human","Level2",2,1,"Stage 2","FWG","first interaction","Level_2","lvl_1 first",1
"5138",5318,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",18,"fire",594,"grass",1767.167119,"human","Level2",2,1,"Stage 2","FWG","first interaction","Level_2","lvl_1 first",1
"5139",5319,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",19,"grass",621,"water",1161.723475,"human","Level2",2,1,"Stage 2","FWG","first interaction","Level_2","lvl_1 first",1
"5140",5320,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",20,"water",1608,"fire",1893.965809,"human","Level2",2,1,"Stage 2","FWG","first interaction","Level_2","lvl_1 first",1
"5141",5321,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",1,"water",8652,"fire",864.9822083,"human","Level1",3,1,"Stage 3","FWG","second interaction","Level_1","lvl_1 first",1
"5142",5322,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",2,"fire",931,"grass",504.8483805,"human","Level1",3,1,"Stage 3","FWG","second interaction","Level_1","lvl_1 first",1
"5143",5323,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",3,"grass",3431,"water",649.3794089,"human","Level1",3,1,"Stage 3","FWG","second interaction","Level_1","lvl_1 first",1
"5144",5324,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",4,"fire",14074,"fire",794.029497,"tie","Level1",3,0,"Stage 3","FWG","second interaction","Level_1","lvl_1 first",0
"5145",5325,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",5,"grass",1271,"water",605.5597482,"human","Level1",3,1,"Stage 3","FWG","second interaction","Level_1","lvl_1 first",1
"5146",5326,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",6,"water",2159,"fire",1378.374115,"human","Level1",3,1,"Stage 3","FWG","second interaction","Level_1","lvl_1 first",1
"5147",5327,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",7,"fire",305,"grass",1265.696294,"human","Level1",3,1,"Stage 3","FWG","second interaction","Level_1","lvl_1 first",1
"5148",5328,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",8,"grass",354,"water",809.2545712,"human","Level1",3,1,"Stage 3","FWG","second interaction","Level_1","lvl_1 first",1
"5149",5329,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",9,"water",2041,"fire",1306.427561,"human","Level1",3,1,"Stage 3","FWG","second interaction","Level_1","lvl_1 first",1
"5150",5330,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",10,"fire",2439,"grass",921.0492322,"human","Level1",3,1,"Stage 3","FWG","second interaction","Level_1","lvl_1 first",1
"5151",5331,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",1,"fire",5607,"fire",1010.71373,"tie","Level2",4,0,"Stage 4","FWG","second interaction","Level_2","lvl_1 first",0
"5152",5332,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",2,"grass",185,"water",1863.936459,"human","Level2",4,1,"Stage 4","FWG","second interaction","Level_2","lvl_1 first",1
"5153",5333,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",3,"fire",4520,"fire",629.0946899,"tie","Level2",4,0,"Stage 4","FWG","second interaction","Level_2","lvl_1 first",0
